GLOBALSTAR M078         
время time_t(utc);азимут;угол места;высота(км);широта(град.);долгота(град.)
1387528012;112,825;-67,6364;1431,79;-51,803;135,407
1387528014;112,739;-67,6825;1431,8;-51,8157;135,567
1387528016;112,652;-67,7285;1431,8;-51,8282;135,727
1387528018;112,565;-67,7745;1431,81;-51,8405;135,887
1387528020;112,478;-67,8205;1431,81;-51,8525;136,047
1387528022;112,39;-67,8664;1431,82;-51,8642;136,207
1387528024;112,302;-67,9123;1431,82;-51,8757;136,367
1387528026;112,214;-67,9581;1431,82;-51,887;136,527
1387528028;112,125;-68,0039;1431,83;-51,898;136,687
1387528030;112,036;-68,0496;1431,83;-51,9088;136,848
1387528032;111,947;-68,0953;1431,84;-51,9194;137,008
1387528034;111,857;-68,1409;1431,84;-51,9297;137,169
1387528036;111,767;-68,1865;1431,85;-51,9398;137,329
1387528038;111,677;-68,232;1431,85;-51,9496;137,49
1387528040;111,586;-68,2775;1431,86;-51,9592;137,651
1387528042;111,495;-68,3229;1431,86;-51,9685;137,812
1387528044;111,404;-68,3683;1431,86;-51,9776;137,973
1387528046;111,312;-68,4136;1431,87;-51,9865;138,134
1387528048;111,22;-68,4589;1431,87;-51,9951;138,295
1387528050;111,127;-68,5041;1431,87;-52,0034;138,456
1387528052;111,035;-68,5493;1431,88;-52,0116;138,617
1387528054;110,941;-68,5944;1431,88;-52,0194;138,778
1387528056;110,848;-68,6395;1431,88;-52,0271;138,939
1387528058;110,754;-68,6845;1431,89;-52,0345;139,101
1387528060;110,66;-68,7295;1431,89;-52,0416;139,262
1387528062;110,565;-68,7744;1431,89;-52,0485;139,424
1387528064;110,47;-68,8193;1431,9;-52,0552;139,585
1387528066;110,375;-68,8641;1431,9;-52,0616;139,747
1387528068;110,279;-68,9089;1431,9;-52,0678;139,908
1387528070;110,183;-68,9536;1431,9;-52,0737;140,07
1387528072;110,086;-68,9982;1431,91;-52,0794;140,232
1387528074;109,99;-69,0428;1431,91;-52,0848;140,393
1387528076;109,892;-69,0874;1431,91;-52,09;140,555
1387528078;109,795;-69,1319;1431,91;-52,095;140,717
1387528080;109,697;-69,1763;1431,91;-52,0997;140,879
1387528082;109,598;-69,2207;1431,92;-52,1041;141,041
1387528084;109,5;-69,265;1431,92;-52,1083;141,202
1387528086;109,401;-69,3093;1431,92;-52,1123;141,364
1387528088;109,301;-69,3535;1431,92;-52,116;141,526
1387528090;109,201;-69,3976;1431,92;-52,1195;141,688
1387528092;109,101;-69,4417;1431,93;-52,1227;141,85
1387528094;109;-69,4858;1431,93;-52,1257;142,012
1387528096;108,899;-69,5298;1431,93;-52,1284;142,175
1387528098;108,797;-69,5737;1431,93;-52,1309;142,337
1387528100;108,695;-69,6175;1431,93;-52,1332;142,499
1387528102;108,593;-69,6614;1431,93;-52,1352;142,661
1387528104;108,49;-69,7051;1431,93;-52,1369;142,823
1387528106;108,387;-69,7488;1431,93;-52,1384;142,985
1387528108;108,283;-69,7924;1431,93;-52,1397;143,147
1387528110;108,18;-69,836;1431,93;-52,1407;143,309
1387528112;108,075;-69,8795;1431,93;-52,1415;143,472
1387528114;107,97;-69,9229;1431,93;-52,142;143,634
1387528116;107,865;-69,9663;1431,94;-52,1423;143,796
1387528118;107,759;-70,0096;1431,94;-52,1423;143,958
1387528120;107,653;-70,0529;1431,94;-52,1421;144,12
1387528122;107,547;-70,0961;1431,94;-52,1416;144,283
1387528124;107,44;-70,1392;1431,94;-52,1409;144,445
1387528126;107,332;-70,1823;1431,94;-52,14;144,607
1387528128;107,225;-70,2253;1431,93;-52,1388;144,769
1387528130;107,116;-70,2683;1431,93;-52,1373;144,931
1387528132;107,008;-70,3112;1431,93;-52,1356;145,093
1387528134;106,899;-70,354;1431,93;-52,1337;145,256
1387528136;106,789;-70,3967;1431,93;-52,1315;145,418
1387528138;106,679;-70,4394;1431,93;-52,1291;145,58
1387528140;106,568;-70,482;1431,93;-52,1264;145,742
1387528142;106,458;-70,5246;1431,93;-52,1235;145,904
1387528144;106,346;-70,5671;1431,93;-52,1203;146,066
1387528146;106,234;-70,6095;1431,93;-52,1169;146,228
1387528148;106,122;-70,6518;1431,93;-52,1132;146,39
1387528150;106,009;-70,6941;1431,93;-52,1093;146,552
1387528152;105,896;-70,7363;1431,92;-52,1052;146,714
1387528154;105,783;-70,7785;1431,92;-52,1008;146,876
1387528156;105,668;-70,8205;1431,92;-52,0961;147,037
1387528158;105,554;-70,8626;1431,92;-52,0913;147,199
1387528160;105,439;-70,9045;1431,92;-52,0861;147,361
1387528162;105,323;-70,9464;1431,92;-52,0807;147,523
1387528164;105,207;-70,9882;1431,91;-52,0751;147,685
1387528166;105,091;-71,0299;1431,91;-52,0693;147,846
1387528168;104,974;-71,0715;1431,91;-52,0631;148,008
1387528170;104,856;-71,1131;1431,91;-52,0568;148,169
1387528172;104,738;-71,1546;1431,9;-52,0502;148,331
1387528174;104,62;-71,196;1431,9;-52,0433;148,492
1387528176;104,501;-71,2374;1431,9;-52,0363;148,654
1387528178;104,382;-71,2787;1431,9;-52,0289;148,815
1387528180;104,262;-71,3199;1431,89;-52,0213;148,976
1387528182;104,141;-71,361;1431,89;-52,0135;149,138
1387528184;104,021;-71,4021;1431,89;-52,0055;149,299
1387528186;103,899;-71,4431;1431,88;-51,9972;149,46
1387528188;103,777;-71,484;1431,88;-51,9886;149,621
1387528190;103,655;-71,5248;1431,88;-51,9798;149,782
1387528192;103,532;-71,5656;1431,87;-51,9708;149,943
1387528194;103,409;-71,6062;1431,87;-51,9615;150,104
1387528196;103,285;-71,6468;1431,87;-51,952;150,264
1387528198;103,16;-71,6873;1431,86;-51,9422;150,425
1387528200;103,035;-71,7278;1431,86;-51,9322;150,586
1387528202;102,91;-71,7681;1431,86;-51,9219;150,746
1387528204;102,784;-71,8084;1431,85;-51,9115;150,907
1387528206;102,657;-71,8486;1431,85;-51,9007;151,067
1387528208;102,53;-71,8887;1431,84;-51,8897;151,228
1387528210;102,403;-71,9288;1431,84;-51,8785;151,388
1387528212;102,275;-71,9687;1431,83;-51,8671;151,548
1387528214;102,146;-72,0086;1431,83;-51,8554;151,708
1387528216;102,017;-72,0483;1431,83;-51,8434;151,868
1387528218;101,887;-72,088;1431,82;-51,8313;152,028
1387528220;101,757;-72,1277;1431,82;-51,8188;152,188
1387528222;101,626;-72,1672;1431,81;-51,8062;152,347
1387528224;101,495;-72,2066;1431,81;-51,7933;152,507
1387528226;101,363;-72,246;1431,8;-51,7801;152,667
1387528228;101,23;-72,2852;1431,8;-51,7668;152,826
1387528230;101,097;-72,3244;1431,79;-51,7531;152,985
1387528232;100,964;-72,3635;1431,79;-51,7393;153,144
1387528234;100,83;-72,4025;1431,78;-51,7252;153,304
1387528236;100,695;-72,4414;1431,77;-51,7109;153,463
1387528238;100,56;-72,4803;1431,77;-51,6963;153,621
1387528240;100,424;-72,519;1431,76;-51,6815;153,78
1387528242;100,287;-72,5576;1431,76;-51,6664;153,939
1387528244;100,15;-72,5962;1431,75;-51,6512;154,098
1387528246;100,013;-72,6347;1431,75;-51,6356;154,256
1387528248;99,8748;-72,673;1431,74;-51,6199;154,414
1387528250;99,7361;-72,7113;1431,73;-51,6039;154,573
1387528252;99,5968;-72,7495;1431,73;-51,5877;154,731
1387528254;99,457;-72,7876;1431,72;-51,5712;154,889
1387528256;99,3165;-72,8256;1431,71;-51,5545;155,047
1387528258;99,1755;-72,8635;1431,71;-51,5376;155,204
1387528260;99,0339;-72,9013;1431,7;-51,5204;155,362
1387528262;98,8917;-72,939;1431,69;-51,503;155,519
1387528264;98,7489;-72,9766;1431,69;-51,4854;155,677
