GLOBALSTAR M078         
время time_t(utc);азимут;угол места;высота(км);широта(град.);долгота(град.)
1387524800;271,322;11,7192;1419,57;51,8128;346,681
1387524802;271,163;11,8215;1419,56;51,8;346,841
1387524804;271,003;11,9238;1419,56;51,7869;347,001
1387524806;270,842;12,0262;1419,56;51,7736;347,161
1387524808;270,68;12,1287;1419,56;51,7601;347,321
1387524810;270,517;12,2312;1419,55;51,7463;347,481
1387524812;270,354;12,3337;1419,55;51,7323;347,641
1387524814;270,189;12,4363;1419,54;51,718;347,8
1387524816;270,023;12,539;1419,54;51,7035;347,96
1387524818;269,856;12,6416;1419,54;51,6888;348,119
1387524820;269,689;12,7443;1419,53;51,6738;348,278
1387524822;269,52;12,847;1419,53;51,6586;348,438
1387524824;269,351;12,9498;1419,53;51,6431;348,597
1387524826;269,18;13,0526;1419,52;51,6274;348,756
1387524828;269,008;13,1554;1419,52;51,6115;348,914
1387524830;268,836;13,2582;1419,51;51,5953;349,073
1387524832;268,662;13,361;1419,51;51,5789;349,232
1387524834;268,488;13,4638;1419,51;51,5623;349,39
1387524836;268,312;13,5667;1419,5;51,5454;349,548
1387524838;268,135;13,6695;1419,5;51,5283;349,707
1387524840;267,958;13,7724;1419,49;51,5109;349,865
1387524842;267,779;13,8752;1419,49;51,4933;350,023
1387524844;267,599;13,978;1419,49;51,4755;350,18
1387524846;267,418;14,0809;1419,48;51,4575;350,338
1387524848;267,236;14,1836;1419,48;51,4392;350,496
1387524850;267,053;14,2864;1419,47;51,4206;350,653
1387524852;266,869;14,3892;1419,47;51,4019;350,81
1387524854;266,684;14,4919;1419,46;51,3829;350,967
1387524856;266,498;14,5946;1419,46;51,3637;351,125
1387524858;266,311;14,6973;1419,45;51,3442;351,281
1387524860;266,123;14,7999;1419,45;51,3245;351,438
1387524862;265,933;14,9024;1419,44;51,3046;351,595
1387524864;265,743;15,005;1419,44;51,2844;351,751
1387524866;265,551;15,1074;1419,43;51,264;351,907
1387524868;265,358;15,2098;1419,43;51,2434;352,064
1387524870;265,165;15,3122;1419,43;51,2226;352,22
1387524872;264,97;15,4144;1419,42;51,2015;352,375
1387524874;264,774;15,5166;1419,41;51,1802;352,531
1387524876;264,576;15,6187;1419,41;51,1586;352,687
1387524878;264,378;15,7207;1419,4;51,1369;352,842
1387524880;264,178;15,8227;1419,4;51,1149;352,997
1387524882;263,978;15,9245;1419,39;51,0926;353,153
1387524884;263,776;16,0262;1419,39;51,0702;353,307
1387524886;263,573;16,1279;1419,38;51,0475;353,462
1387524888;263,369;16,2294;1419,38;51,0246;353,617
1387524890;263,164;16,3308;1419,37;51,0015;353,771
1387524892;262,957;16,4321;1419,37;50,9781;353,926
1387524894;262,749;16,5332;1419,36;50,9545;354,08
1387524896;262,54;16,6342;1419,36;50,9307;354,234
1387524898;262,33;16,7351;1419,35;50,9067;354,387
1387524900;262,119;16,8358;1419,34;50,8824;354,541
1387524902;261,907;16,9363;1419,34;50,8579;354,695
1387524904;261,693;17,0367;1419,33;50,8332;354,848
1387524906;261,478;17,137;1419,33;50,8083;355,001
1387524908;261,262;17,237;1419,32;50,7831;355,154
1387524910;261,045;17,3369;1419,31;50,7577;355,307
1387524912;260,826;17,4366;1419,31;50,7321;355,459
1387524914;260,606;17,5361;1419,3;50,7063;355,612
1387524916;260,385;17,6354;1419,3;50,6803;355,764
1387524918;260,163;17,7344;1419,29;50,654;355,916
1387524920;259,939;17,8333;1419,28;50,6275;356,068
1387524922;259,715;17,9319;1419,28;50,6008;356,22
1387524924;259,489;18,0303;1419,27;50,5739;356,371
1387524926;259,261;18,1285;1419,26;50,5467;356,523
1387524928;259,033;18,2264;1419,26;50,5194;356,674
1387524930;258,803;18,3241;1419,25;50,4918;356,825
1387524932;258,572;18,4215;1419,24;50,464;356,975
1387524934;258,34;18,5187;1419,24;50,436;357,126
1387524936;258,106;18,6155;1419,23;50,4078;357,276
1387524938;257,871;18,7121;1419,22;50,3793;357,427
1387524940;257,635;18,8084;1419,22;50,3507;357,577
1387524942;257,398;18,9044;1419,21;50,3218;357,727
1387524944;257,159;19;1419,2;50,2927;357,876
1387524946;256,919;19,0954;1419,2;50,2634;358,026
1387524948;256,678;19,1904;1419,19;50,2339;358,175
1387524950;256,435;19,2851;1419,18;50,2041;358,324
1387524952;256,191;19,3795;1419,17;50,1742;358,473
1387524954;255,946;19,4735;1419,17;50,144;358,622
1387524956;255,699;19,5671;1419,16;50,1136;358,77
1387524958;255,452;19,6604;1419,15;50,0831;358,918
1387524960;255,203;19,7533;1419,15;50,0523;359,066
1387524962;254,952;19,8458;1419,14;50,0213;359,214
1387524964;254,7;19,9379;1419,13;49,99;359,362
1387524966;254,447;20,0295;1419,12;49,9586;359,509
1387524968;254,193;20,1208;1419,12;49,927;359,657
1387524970;253,938;20,2117;1419,11;49,8952;359,804
1387524972;253,681;20,3021;1419,1;49,8631;359,951
1387524974;253,422;20,392;1419,09;49,8309;0,0973455
1387524976;253,163;20,4815;1419,09;49,7984;0,243801
1387524978;252,902;20,5706;1419,08;49,7657;0,390046
1387524980;252,64;20,6592;1419,07;49,7328;0,536083
1387524982;252,376;20,7472;1419,06;49,6998;0,681911
1387524984;252,112;20,8348;1419,05;49,6665;0,827532
1387524986;251,846;20,9219;1419,05;49,633;0,97294
1387524988;251,578;21,0085;1419,04;49,5993;1,11814
1387524990;251,309;21,0945;1419,03;49,5654;1,26312
1387524992;251,039;21,18;1419,02;49,5313;1,4079
1387524994;250,768;21,265;1419,01;49,497;1,55246
1387524996;250,496;21,3494;1419,01;49,4625;1,6968
1387524998;250,222;21,4332;1419;49,4278;1,84093
1387525000;249,947;21,5165;1418,99;49,3929;1,98485
1387525002;249,67;21,5991;1418,98;49,3578;2,12855
1387525004;249,392;21,6812;1418,97;49,3225;2,27203
1387525006;249,113;21,7627;1418,96;49,287;2,4153
1387525008;248,833;21,8435;1418,96;49,2513;2,55835
1387525010;248,552;21,9237;1418,95;49,2154;2,70117
1387525012;248,269;22,0033;1418,94;49,1793;2,84379
1387525014;247,985;22,0822;1418,93;49,143;2,98618
1387525016;247,699;22,1604;1418,92;49,1065;3,12834
1387525018;247,413;22,238;1418,91;49,0698;3,27029
1387525020;247,125;22,3149;1418,9;49,0329;3,41202
1387525022;246,836;22,3911;1418,9;48,9959;3,55353
1387525024;246,546;22,4665;1418,89;48,9586;3,69481
1387525026;246,254;22,5413;1418,88;48,9211;3,83587
1387525028;245,961;22,6153;1418,87;48,8835;3,97671
1387525030;245,667;22,6886;1418,86;48,8456;4,11732
1387525032;245,372;22,7612;1418,85;48,8076;4,2577
1387525034;245,076;22,8329;1418,84;48,7694;4,39787
1387525036;244,778;22,9039;1418,83;48,7309;4,5378
1387525038;244,479;22,9742;1418,82;48,6923;4,67751
1387525040;244,179;23,0436;1418,81;48,6535;4,81699
1387525042;243,878;23,1122;1418,81;48,6145;4,95625
1387525044;243,576;23,18;1418,8;48,5753;5,09528
1387525046;243,273;23,247;1418,79;48,536;5,23408
1387525048;242,968;23,3131;1418,78;48,4964;5,37265
1387525050;242,662;23,3784;1418,77;48,4567;5,511
1387525052;242,355;23,4428;1418,76;48,4167;5,64911
1387525054;242,048;23,5064;1418,75;48,3766;5,78699
1387525056;241,739;23,5691;1418,74;48,3363;5,92465
1387525058;241,428;23,6308;1418,73;48,2958;6,06208
1387525060;241,117;23,6917;1418,72;48,2552;6,19927
1387525062;240,805;23,7517;1418,71;48,2143;6,33623
1387525064;240,492;23,8107;1418,7;48,1733;6,47297
1387525066;240,178;23,8688;1418,69;48,132;6,60946
1387525068;239,862;23,926;1418,68;48,0906;6,74573
1387525070;239,546;23,9822;1418,67;48,049;6,88177
1387525072;239,229;24,0375;1418,66;48,0073;7,01757
1387525074;238,91;24,0918;1418,65;47,9653;7,15314
1387525076;238,591;24,145;1418,64;47,9232;7,28848
1387525078;238,271;24,1973;1418,63;47,8809;7,42358
1387525080;237,95;24,2486;1418,62;47,8384;7,55846
1387525082;237,628;24,2989;1418,61;47,7957;7,69309
1387525084;237,305;24,3482;1418,6;47,7529;7,82749
1387525086;236,981;24,3964;1418,59;47,7099;7,96166
1387525088;236,656;24,4436;1418,58;47,6667;8,09559
1387525090;236,33;24,4898;1418,57;47,6233;8,22929
1387525092;236,004;24,5349;1418,56;47,5798;8,36276
1387525094;235,677;24,5789;1418,55;47,536;8,49599
1387525096;235,349;24,6218;1418,54;47,4921;8,62898
1387525098;235,02;24,6637;1418,53;47,4481;8,76173
1387525100;234,69;24,7045;1418,52;47,4038;8,89425
1387525102;234,36;24,7441;1418,51;47,3594;9,02654
1387525104;234,029;24,7827;1418,5;47,3148;9,15859
1387525106;233,697;24,8202;1418,49;47,2701;9,2904
1387525108;233,365;24,8565;1418,48;47,2251;9,42198
1387525110;233,032;24,8917;1418,47;47,18;9,55332
1387525112;232,698;24,9258;1418,46;47,1347;9,68442
1387525114;232,363;24,9587;1418,45;47,0893;9,81529
1387525116;232,028;24,9905;1418,44;47,0437;9,94592
1387525118;231,693;25,0211;1418,43;46,9979;10,0763
1387525120;231,356;25,0505;1418,41;46,952;10,2065
1387525122;231,02;25,0788;1418,4;46,9059;10,3364
1387525124;230,682;25,1059;1418,39;46,8596;10,4661
1387525126;230,345;25,1319;1418,38;46,8131;10,5955
1387525128;230,006;25,1566;1418,37;46,7665;10,7247
1387525130;229,668;25,1802;1418,36;46,7197;10,8537
1387525132;229,328;25,2025;1418,35;46,6728;10,9824
1387525134;228,989;25,2237;1418,34;46,6257;11,1109
1387525136;228,649;25,2436;1418,33;46,5784;11,2392
1387525138;228,309;25,2624;1418,32;46,531;11,3672
1387525140;227,968;25,2799;1418,31;46,4834;11,495
1387525142;227,627;25,2963;1418,29;46,4356;11,6225
1387525144;227,285;25,3114;1418,28;46,3877;11,7498
1387525146;226,944;25,3252;1418,27;46,3396;11,8769
1387525148;226,602;25,3379;1418,26;46,2914;12,0037
1387525150;226,26;25,3493;1418,25;46,243;12,1303
1387525152;225,917;25,3595;1418,24;46,1944;12,2567
1387525154;225,575;25,3685;1418,23;46,1457;12,3828
1387525156;225,232;25,3762;1418,22;46,0968;12,5087
1387525158;224,889;25,3827;1418,2;46,0478;12,6344
1387525160;224,546;25,3879;1418,19;45,9986;12,7598
1387525162;224,203;25,392;1418,18;45,9493;12,8849
1387525164;223,86;25,3947;1418,17;45,8998;13,0099
1387525166;223,517;25,3963;1418,16;45,8501;13,1346
1387525168;223,174;25,3965;1418,15;45,8003;13,259
1387525170;222,831;25,3956;1418,13;45,7503;13,3833
1387525172;222,487;25,3934;1418,12;45,7002;13,5073
1387525174;222,144;25,39;1418,11;45,6499;13,631
1387525176;221,801;25,3853;1418,1;45,5995;13,7545
1387525178;221,458;25,3794;1418,09;45,5489;13,8778
1387525180;221,115;25,3722;1418,08;45,4982;14,0009
1387525182;220,773;25,3639;1418,06;45,4473;14,1237
1387525184;220,43;25,3542;1418,05;45,3963;14,2462
1387525186;220,088;25,3434;1418,04;45,3451;14,3686
1387525188;219,746;25,3313;1418,03;45,2938;14,4907
1387525190;219,404;25,318;1418,02;45,2423;14,6125
1387525192;219,062;25,3035;1418;45,1907;14,7342
1387525194;218,721;25,2877;1417,99;45,1389;14,8556
1387525196;218,38;25,2707;1417,98;45,087;14,9767
1387525198;218,039;25,2525;1417,97;45,0349;15,0977
1387525200;217,699;25,2331;1417,96;44,9827;15,2184
1387525202;217,359;25,2125;1417,94;44,9303;15,3388
1387525204;217,019;25,1907;1417,93;44,8778;15,459
1387525206;216,68;25,1677;1417,92;44,8252;15,579
1387525208;216,341;25,1435;1417,91;44,7724;15,6988
1387525210;216,003;25,1181;1417,9;44,7194;15,8183
1387525212;215,665;25,0915;1417,88;44,6663;15,9376
1387525214;215,328;25,0638;1417,87;44,6131;16,0567
1387525216;214,991;25,0349;1417,86;44,5598;16,1755
1387525218;214,655;25,0048;1417,85;44,5062;16,2941
1387525220;214,319;24,9735;1417,83;44,4526;16,4125
1387525222;213,984;24,9411;1417,82;44,3988;16,5306
1387525224;213,649;24,9076;1417,81;44,3449;16,6485
1387525226;213,316;24,8729;1417,8;44,2908;16,7661
1387525228;212,982;24,837;1417,79;44,2366;16,8836
1387525230;212,65;24,8001;1417,77;44,1823;17,0008
1387525232;212,318;24,762;1417,76;44,1278;17,1178
1387525234;211,987;24,7228;1417,75;44,0732;17,2345
1387525236;211,657;24,6826;1417,74;44,0184;17,351
1387525238;211,327;24,6412;1417,72;43,9635;17,4673
1387525240;210,998;24,5987;1417,71;43,9085;17,5834
1387525242;210,67;24,5551;1417,7;43,8533;17,6992
1387525244;210,343;24,5105;1417,69;43,798;17,8148
1387525246;210,016;24,4648;1417,67;43,7426;17,9302
1387525248;209,691;24,4181;1417,66;43,687;18,0453
1387525250;209,366;24,3703;1417,65;43,6313;18,1602
1387525252;209,042;24,3215;1417,63;43,5755;18,2749
1387525254;208,719;24,2716;1417,62;43,5195;18,3894
1387525256;208,397;24,2208;1417,61;43,4634;18,5036
1387525258;208,076;24,1689;1417,6;43,4072;18,6176
1387525260;207,755;24,116;1417,58;43,3508;18,7314
1387525262;207,436;24,0622;1417,57;43,2943;18,8449
1387525264;207,118;24,0073;1417,56;43,2377;18,9583
1387525266;206,8;23,9515;1417,54;43,1809;19,0714
1387525268;206,484;23,8947;1417,53;43,124;19,1842
1387525270;206,168;23,837;1417,52;43,067;19,2969
1387525272;205,854;23,7784;1417,51;43,0099;19,4093
1387525274;205,541;23,7188;1417,49;42,9526;19,5215
1387525276;205,228;23,6583;1417,48;42,8952;19,6335
1387525278;204,917;23,5968;1417,47;42,8377;19,7453
1387525280;204,607;23,5345;1417,45;42,7801;19,8568
1387525282;204,298;23,4713;1417,44;42,7223;19,9681
1387525284;203,99;23,4072;1417,43;42,6644;20,0792
1387525286;203,683;23,3423;1417,41;42,6064;20,1901
1387525288;203,377;23,2765;1417,4;42,5482;20,3007
1387525290;203,072;23,2098;1417,39;42,49;20,4112
1387525292;202,769;23,1423;1417,38;42,4316;20,5214
1387525294;202,466;23,074;1417,36;42,3731;20,6314
1387525296;202,165;23,0049;1417,35;42,3144;20,7411
1387525298;201,865;22,935;1417,34;42,2557;20,8507
1387525300;201,566;22,8642;1417,32;42,1968;20,96
1387525302;201,268;22,7928;1417,31;42,1378;21,0691
1387525304;200,972;22,7205;1417,3;42,0787;21,178
1387525306;200,677;22,6475;1417,28;42,0194;21,2867
1387525308;200,382;22,5737;1417,27;41,9601;21,3952
1387525310;200,089;22,4992;1417,26;41,9006;21,5034
1387525312;199,798;22,424;1417,24;41,841;21,6115
1387525314;199,507;22,348;1417,23;41,7813;21,7193
1387525316;199,218;22,2714;1417,22;41,7215;21,8269
1387525318;198,93;22,194;1417,2;41,6615;21,9342
1387525320;198,643;22,116;1417,19;41,6014;22,0414
1387525322;198,358;22,0373;1417,18;41,5413;22,1484
1387525324;198,073;21,9579;1417,16;41,481;22,2551
1387525326;197,79;21,8779;1417,15;41,4206;22,3616
1387525328;197,508;21,7973;1417,14;41,36;22,468
1387525330;197,228;21,716;1417,12;41,2994;22,5741
1387525332;196,949;21,6342;1417,11;41,2386;22,68
1387525334;196,671;21,5517;1417,1;41,1778;22,7856
1387525336;196,394;21,4686;1417,08;41,1168;22,8911
1387525338;196,119;21,3849;1417,07;41,0557;22,9964
1387525340;195,844;21,3007;1417,06;40,9945;23,1014
1387525342;195,572;21,2159;1417,04;40,9332;23,2062
1387525344;195,3;21,1305;1417,03;40,8717;23,3109
1387525346;195,03;21,0446;1417,02;40,8102;23,4153
1387525348;194,761;20,9582;1417;40,7485;23,5195
1387525350;194,493;20,8712;1416,99;40,6868;23,6235
1387525352;194,227;20,7838;1416,97;40,6249;23,7273
1387525354;193,962;20,6958;1416,96;40,5629;23,8309
1387525356;193,698;20,6074;1416,95;40,5008;23,9343
1387525358;193,436;20,5184;1416,93;40,4386;24,0375
1387525360;193,174;20,429;1416,92;40,3763;24,1404
1387525362;192,914;20,3391;1416,91;40,3139;24,2432
1387525364;192,656;20,2488;1416,89;40,2514;24,3458
1387525366;192,399;20,1581;1416,88;40,1888;24,4481
1387525368;192,143;20,0669;1416,87;40,126;24,5503
1387525370;191,888;19,9753;1416,85;40,0632;24,6523
1387525372;191,635;19,8832;1416,84;40,0003;24,754
1387525374;191,383;19,7908;1416,82;39,9372;24,8556
1387525376;191,132;19,698;1416,81;39,8741;24,9569
1387525378;190,882;19,6048;1416,8;39,8108;25,0581
1387525380;190,634;19,5112;1416,78;39,7474;25,159
1387525382;190,387;19,4172;1416,77;39,684;25,2597
1387525384;190,142;19,3229;1416,76;39,6204;25,3603
1387525386;189,897;19,2283;1416,74;39,5567;25,4606
1387525388;189,654;19,1333;1416,73;39,493;25,5608
1387525390;189,412;19,0379;1416,72;39,4291;25,6608
1387525392;189,172;18,9423;1416,7;39,3651;25,7605
1387525394;188,933;18,8463;1416,69;39,3011;25,8601
1387525396;188,695;18,7501;1416,67;39,2369;25,9594
1387525398;188,458;18,6535;1416,66;39,1726;26,0586
1387525400;188,223;18,5566;1416,65;39,1082;26,1576
1387525402;187,989;18,4595;1416,63;39,0438;26,2563
1387525404;187,756;18,3621;1416,62;38,9792;26,3549
1387525406;187,524;18,2644;1416,61;38,9145;26,4533
1387525408;187,294;18,1665;1416,59;38,8498;26,5515
1387525410;187,065;18,0683;1416,58;38,7849;26,6495
1387525412;186,837;17,9699;1416,56;38,7199;26,7473
1387525414;186,611;17,8712;1416,55;38,6549;26,8449
1387525416;186,386;17,7723;1416,54;38,5897;26,9423
1387525418;186,161;17,6732;1416,52;38,5245;27,0396
1387525420;185,939;17,5739;1416,51;38,4591;27,1366
1387525422;185,717;17,4744;1416,5;38,3937;27,2335
1387525424;185,497;17,3746;1416,48;38,3282;27,3301
1387525426;185,278;17,2747;1416,47;38,2625;27,4266
1387525428;185,06;17,1746;1416,45;38,1968;27,5229
1387525430;184,843;17,0744;1416,44;38,131;27,619
1387525432;184,627;16,9739;1416,43;38,0651;27,7149
1387525434;184,413;16,8733;1416,41;37,9991;27,8106
1387525436;184,2;16,7725;1416,4;37,933;27,9062
1387525438;183,988;16,6716;1416,38;37,8668;28,0015
1387525440;183,777;16,5706;1416,37;37,8005;28,0967
1387525442;183,568;16,4694;1416,36;37,7341;28,1917
1387525444;183,36;16,368;1416,34;37,6677;28,2865
1387525446;183,152;16,2666;1416,33;37,6011;28,3811
1387525448;182,946;16,165;1416,32;37,5345;28,4755
1387525450;182,742;16,0633;1416,3;37,4678;28,5698
1387525452;182,538;15,9615;1416,29;37,4009;28,6638
1387525454;182,335;15,8596;1416,27;37,334;28,7577
1387525456;182,134;15,7576;1416,26;37,267;28,8514
1387525458;181,934;15,6555;1416,25;37,2;28,9449
1387525460;181,735;15,5533;1416,23;37,1328;29,0383
1387525462;181,537;15,451;1416,22;37,0655;29,1315
1387525464;181,34;15,3487;1416,21;36,9982;29,2244
1387525466;181,144;15,2462;1416,19;36,9307;29,3172
1387525468;180,95;15,1438;1416,18;36,8632;29,4099
1387525470;180,756;15,0412;1416,16;36,7956;29,5023
1387525472;180,564;14,9386;1416,15;36,7279;29,5946
1387525474;180,372;14,8359;1416,14;36,6601;29,6867
1387525476;180,182;14,7332;1416,12;36,5923;29,7786
1387525478;179,993;14,6305;1416,11;36,5243;29,8704
1387525480;179,805;14,5277;1416,1;36,4563;29,9619
1387525482;179,618;14,4249;1416,08;36,3882;30,0533
1387525484;179,432;14,322;1416,07;36,32;30,1446
1387525486;179,247;14,2192;1416,05;36,2517;30,2356
1387525488;179,064;14,1163;1416,04;36,1833;30,3265
1387525490;178,881;14,0133;1416,03;36,1149;30,4172
1387525492;178,699;13,9104;1416,01;36,0463;30,5077
1387525494;178,519;13,8075;1416;35,9777;30,5981
1387525496;178,339;13,7045;1415,99;35,909;30,6883
1387525498;178,16;13,6016;1415,97;35,8402;30,7783
1387525500;177,983;13,4986;1415,96;35,7714;30,8681
1387525502;177,806;13,3957;1415,94;35,7024;30,9578
1387525504;177,631;13,2928;1415,93;35,6334;31,0473
1387525506;177,456;13,1899;1415,92;35,5643;31,1367
1387525508;177,283;13,087;1415,9;35,4951;31,2259
1387525510;177,11;12,9841;1415,89;35,4259;31,3149
1387525512;176,939;12,8812;1415,88;35,3565;31,4037
1387525514;176,768;12,7784;1415,86;35,2871;31,4924
1387525516;176,598;12,6756;1415,85;35,2176;31,5809
1387525518;176,43;12,5728;1415,84;35,1481;31,6693
1387525520;176,262;12,4701;1415,82;35,0784;31,7575
1387525522;176,095;12,3674;1415,81;35,0087;31,8455
1387525524;175,93;12,2647;1415,8;34,9389;31,9333
1387525526;175,765;12,1621;1415,78;34,869;32,021
1387525528;175,601;12,0595;1415,77;34,799;32,1086
1387525530;175,438;11,957;1415,75;34,729;32,1959
1387525532;175,276;11,8546;1415,74;34,6589;32,2831
1387525534;175,115;11,7522;1415,73;34,5887;32,3702
1387525536;174,955;11,6498;1415,71;34,5185;32,4571
1387525538;174,795;11,5475;1415,7;34,4481;32,5438
1387525540;174,637;11,4453;1415,69;34,3777;32,6304
1387525542;174,48;11,3431;1415,67;34,3072;32,7168
1387525544;174,323;11,241;1415,66;34,2367;32,803
1387525546;174,167;11,139;1415,65;34,1661;32,8891
1387525548;174,012;11,037;1415,63;34,0953;32,9751
1387525550;173,858;10,9351;1415,62;34,0246;33,0609
1387525552;173,705;10,8333;1415,61;33,9537;33,1465
1387525554;173,553;10,7316;1415,59;33,8828;33,232
1387525556;173,402;10,6299;1415,58;33,8118;33,3173
1387525558;173,251;10,5284;1415,57;33,7408;33,4024
1387525560;173,102;10,4269;1415,55;33,6696;33,4874
1387525562;172,953;10,3255;1415,54;33,5984;33,5723
1387525564;172,805;10,2241;1415,53;33,5271;33,657
1387525566;172,658;10,1229;1415,51;33,4558;33,7415
1387525568;172,511;10,0218;1415,5;33,3844;33,8259
1387525570;172,366;9,92073;1415,49;33,3129;33,9102
1387525572;172,221;9,81978;1415,47;33,2413;33,9943
1387525574;172,077;9,71892;1415,46;33,1697;34,0782
1387525576;171,934;9,61816;1415,45;33,098;34,162
1387525578;171,792;9,5175;1415,43;33,0263;34,2457
1387525580;171,65;9,41694;1415,42;32,9544;34,3292
1387525582;171,509;9,31648;1415,41;32,8825;34,4125
1387525584;171,369;9,21612;1415,4;32,8106;34,4957
1387525586;171,23;9,11586;1415,38;32,7385;34,5787
1387525588;171,092;9,01571;1415,37;32,6664;34,6617
1387525590;170,954;8,91567;1415,36;32,5943;34,7444
1387525592;170,817;8,81573;1415,34;32,522;34,827
1387525594;170,681;8,7159;1415,33;32,4497;34,9095
1387525596;170,546;8,61619;1415,32;32,3774;34,9918
1387525598;170,411;8,51658;1415,3;32,3049;35,074
1387525600;170,277;8,41709;1415,29;32,2324;35,156
1387525602;170,144;8,31771;1415,28;32,1599;35,2379
1387525604;170,011;8,21844;1415,27;32,0872;35,3197
1387525606;169,88;8,11929;1415,25;32,0146;35,4013
1387525608;169,749;8,02025;1415,24;31,9418;35,4827
1387525610;169,618;7,92133;1415,23;31,869;35,5641
1387525612;169,489;7,82253;1415,21;31,7961;35,6452
1387525614;169,36;7,72385;1415,2;31,7231;35,7263
1387525616;169,232;7,62529;1415,19;31,6501;35,8072
1387525618;169,104;7,52685;1415,18;31,5771;35,8879
1387525620;168,977;7,42853;1415,16;31,5039;35,9686
1387525622;168,851;7,33033;1415,15;31,4307;36,0491
1387525624;168,726;7,23225;1415,14;31,3575;36,1294
1387525626;168,601;7,1343;1415,12;31,2841;36,2096
1387525628;168,477;7,03647;1415,11;31,2108;36,2897
1387525630;168,353;6,93877;1415,1;31,1373;36,3696
1387525632;168,231;6,84119;1415,09;31,0638;36,4494
1387525634;168,109;6,74374;1415,07;30,9902;36,5291
1387525636;167,987;6,64641;1415,06;30,9166;36,6086
1387525638;167,866;6,54921;1415,05;30,8429;36,688
1387525640;167,746;6,45214;1415,04;30,7692;36,7673
1387525642;167,626;6,35519;1415,02;30,6954;36,8464
1387525644;167,507;6,25838;1415,01;30,6215;36,9254
1387525646;167,389;6,16169;1415;30,5476;37,0043
1387525648;167,271;6,06513;1414,99;30,4736;37,083
1387525650;167,154;5,9687;1414,97;30,3996;37,1616
1387525652;167,038;5,8724;1414,96;30,3255;37,2401
1387525654;166,922;5,77624;1414,95;30,2513;37,3184
1387525656;166,807;5,6802;1414,94;30,1771;37,3966
1387525658;166,692;5,58429;1414,93;30,1028;37,4747
1387525660;166,578;5,48852;1414,91;30,0285;37,5526
1387525662;166,465;5,39287;1414,9;29,9541;37,6305
1387525664;166,352;5,29736;1414,89;29,8796;37,7082
1387525666;166,24;5,20198;1414,88;29,8051;37,7857
1387525668;166,128;5,10673;1414,87;29,7306;37,8632
1387525670;166,017;5,01162;1414,85;29,656;37,9405
1387525672;165,906;4,91664;1414,84;29,5813;38,0177
1387525674;165,796;4,82179;1414,83;29,5066;38,0947
1387525676;165,687;4,72707;1414,82;29,4318;38,1717
1387525678;165,578;4,63249;1414,81;29,3569;38,2485
1387525680;165,47;4,53804;1414,79;29,282;38,3252
1387525682;165,362;4,44373;1414,78;29,2071;38,4017
1387525684;165,255;4,34954;1414,77;29,1321;38,4782
1387525686;165,148;4,2555;1414,76;29,057;38,5545
1387525688;165,042;4,16158;1414,75;28,9819;38,6307
1387525690;164,936;4,0678;1414,73;28,9068;38,7067
1387525692;164,831;3,97415;1414,72;28,8316;38,7827
1387525694;164,727;3,88064;1414,71;28,7563;38,8585
1387525696;164,623;3,78726;1414,7;28,681;38,9342
1387525698;164,519;3,69402;1414,69;28,6056;39,0098
1387525700;164,417;3,60091;1414,68;28,5302;39,0853
1387525702;164,314;3,50793;1414,66;28,4547;39,1606
1387525704;164,212;3,41508;1414,65;28,3791;39,2359
1387525706;164,111;3,32237;1414,64;28,3036;39,311
1387525708;164,01;3,2298;1414,63;28,2279;39,386
1387525710;163,909;3,13735;1414,62;28,1522;39,4608
1387525712;163,81;3,04505;1414,61;28,0765;39,5356
1387525714;163,71;2,95287;1414,6;28,0007;39,6102
1387525716;163,611;2,86083;1414,58;27,9249;39,6848
1387525718;163,513;2,76892;1414,57;27,849;39,7592
1387525720;163,415;2,67715;1414,56;27,773;39,8335
1387525722;163,317;2,58551;1414,55;27,6971;39,9077
1387525724;163,22;2,494;1414,54;27,621;39,9817
1387525726;163,124;2,40262;1414,53;27,5449;40,0557
1387525728;163,028;2,31138;1414,52;27,4688;40,1295
1387525730;162,932;2,22027;1414,51;27,3926;40,2033
1387525732;162,837;2,12929;1414,5;27,3164;40,2769
1387525734;162,742;2,03844;1414,48;27,2401;40,3504
1387525736;162,648;1,94773;1414,47;27,1637;40,4238
1387525738;162,554;1,85715;1414,46;27,0874;40,497
1387525740;162,461;1,76669;1414,45;27,0109;40,5702
1387525742;162,368;1,67638;1414,44;26,9345;40,6433
1387525744;162,276;1,58619;1414,43;26,8579;40,7162
1387525746;162,184;1,49613;1414,42;26,7814;40,7891
1387525748;162,092;1,4062;1414,41;26,7047;40,8618
1387525750;162,001;1,31641;1414,4;26,6281;40,9344
1387525752;161,91;1,22674;1414,39;26,5514;41,0069
1387525754;161,82;1,13721;1414,38;26,4746;41,0794
1387525756;161,73;1,0478;1414,37;26,3978;41,1517
1387525758;161,641;0,958528;1414,36;26,321;41,2239
1387525760;161,552;0,869382;1414,35;26,2441;41,2959
1387525762;161,463;0,780364;1414,34;26,1671;41,3679
1387525764;161,375;0,691476;1414,32;26,0901;41,4398
1387525766;161,287;0,602716;1414,31;26,0131;41,5116
1387525768;161,2;0,514085;1414,3;25,936;41,5833
1387525770;161,113;0,42558;1414,29;25,8589;41,6548
1387525772;161,026;0,337204;1414,28;25,7817;41,7263
1387525774;160,94;0,248955;1414,27;25,7045;41,7976
